"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.pair_id","Answer.Tag1","Answer.Tag2","Answer.Tag3","Answer.pair_id","Approve","Reject"
"24DP3TVOK5UF2ZOE7M5O3FYTWIT367","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2IBHSTLB3L0FUDWYO7AENREX5DBUI2","ARX0S1CIDJLOX","Approved","Wed Aug 21 00:01:03 GMT 2013","Wed Aug 21 00:01:21 GMT 2013","Wed Aug 21 17:01:21 PDT 2013","Wed Aug 21 05:27:28 PDT 2013","","","18","100% (5/5)","100% (5/5)","100% (5/5)","http://201.216.244.17:7000/robot_images/5333_photo.jpg","5333","wall","floor","radiator","5333"
"2SVPGFL6VCPWI3E3DS9OZ1SAW4L6LP","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","254NHMVHVKCJJVO023VJB9KSNDH53P","A29ZKWBN415GCE","Approved","Tue Aug 20 19:49:00 GMT 2013","Tue Aug 20 19:49:15 GMT 2013","Wed Aug 21 12:49:15 PDT 2013","Wed Aug 21 07:04:54 PDT 2013","","","15","100% (19/19)","100% (19/19)","100% (19/19)","http://201.216.244.17:7000/robot_images/3718_photo.jpg","3718","table","hallway","cupboard","3718"
"2SVPGFL6VCPWI3E3DS9OZ1SAW4L6LP","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2O4WA6X3YOCCYUZ55GOPXINK94FOPQ","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:59:29 GMT 2013","Tue Aug 20 19:59:46 GMT 2013","Wed Aug 21 12:59:46 PDT 2013","Wed Aug 21 07:04:54 PDT 2013","","","17","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/3718_photo.jpg","3718","cabinets","shelves","table","3718"
"2SVPGFL6VCPWI3E3DS9OZ1SAW4L6LP","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2QLP9RA7S5WMK0WESK674JMJCHYYTF","A3PYEW6693PCHT","Approved","Tue Aug 20 19:53:34 GMT 2013","Tue Aug 20 19:56:19 GMT 2013","Wed Aug 21 12:56:19 PDT 2013","Wed Aug 21 07:04:55 PDT 2013","","","165","100% (14/14)","100% (14/14)","100% (14/14)","http://201.216.244.17:7000/robot_images/3718_photo.jpg","3718","cabinet","bedroom","hallway","3718"
"2X5TBJ3MMDX5YJU36YBHF9MG15ZYC0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2GJLPHIT3HVWTP7Y6YEJU219T6PBJ8","A29ZKWBN415GCE","Approved","Tue Aug 20 19:45:40 GMT 2013","Tue Aug 20 19:45:55 GMT 2013","Wed Aug 21 12:45:55 PDT 2013","Wed Aug 21 07:08:33 PDT 2013","","","15","100% (19/19)","100% (19/19)","100% (19/19)","http://201.216.244.17:7000/robot_images/2812_photo.jpg","2812","kitchen","oven","refridgerator","2812"
"2X5TBJ3MMDX5YJU36YBHF9MG15ZYC0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2UE05BMJTUHYFW39P5IABS5YD8NLG2","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:57:21 GMT 2013","Tue Aug 20 19:57:40 GMT 2013","Wed Aug 21 12:57:40 PDT 2013","Wed Aug 21 07:08:33 PDT 2013","","","19","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/2812_photo.jpg","2812","kitchen","refrigerator","oven","2812"
"2X5TBJ3MMDX5YJU36YBHF9MG15ZYC0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2SPKO2L92HECF4TD3UFCGF0EGC0FGQ","A2WXFF3HU0SG3D","Approved","Tue Aug 20 19:49:11 GMT 2013","Tue Aug 20 19:49:49 GMT 2013","Wed Aug 21 12:49:49 PDT 2013","Wed Aug 21 07:08:33 PDT 2013","","","38","100% (13/13)","100% (13/13)","100% (13/13)","http://201.216.244.17:7000/robot_images/2812_photo.jpg","2812","refrigerator","stove","wastebasket","2812"
"2MQB727M0IGF3B0H6U6SZF4YM5BYD0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2SMUU00OQKKANC588OTU668253LWW9","A1FDIHWP9E11K8","Approved","Tue Aug 20 20:18:47 GMT 2013","Tue Aug 20 20:18:55 GMT 2013","Wed Aug 21 13:18:55 PDT 2013","Wed Aug 21 06:41:30 PDT 2013","","","8","100% (24/24)","100% (24/24)","100% (24/24)","http://201.216.244.17:7000/robot_images/5842_photo.jpg","5842","wall","cords","door","5842"
"2MQB727M0IGF3B0H6U6SZF4YM5BYD0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2MPKNQY2RCJKPXMBEZ8R4KUK1XOS3D","A2HM35CWB7IIFM","Approved","Tue Aug 20 19:42:53 GMT 2013","Tue Aug 20 19:43:34 GMT 2013","Wed Aug 21 12:43:34 PDT 2013","Wed Aug 21 06:41:31 PDT 2013","","","41","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/5842_photo.jpg","5842","wall","door","cord","5842"
"2MQB727M0IGF3B0H6U6SZF4YM5BYD0","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2CQU98JHSTLBMFNVBF0ISBJGAYVQEF","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:56:09 GMT 2013","Tue Aug 20 19:56:20 GMT 2013","Wed Aug 21 12:56:20 PDT 2013","Wed Aug 21 06:41:31 PDT 2013","","","11","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/5842_photo.jpg","5842","door","cord","baseboard","5842"
"2JSESCWY2AOOLA92ECFOKQSFQN011G","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2JCSSZVXX2Q4OOH0QKPGRIW3EZOO6J","A2HM35CWB7IIFM","Approved","Tue Aug 20 19:51:44 GMT 2013","Tue Aug 20 19:52:08 GMT 2013","Wed Aug 21 12:52:08 PDT 2013","Wed Aug 21 06:34:10 PDT 2013","","","24","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/9966_photo.jpg","9966","partition","door","cabinets","9966"
"2JSESCWY2AOOLA92ECFOKQSFQN011G","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","214JK63ZVE3HAU7AI6H9NL5TUMGZAL","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:48:07 GMT 2013","Tue Aug 20 19:48:36 GMT 2013","Wed Aug 21 12:48:36 PDT 2013","Wed Aug 21 06:34:10 PDT 2013","","","29","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/9966_photo.jpg","9966","office","cubicle","computer","9966"
"2JSESCWY2AOOLA92ECFOKQSFQN011G","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2C2OO2GMMEGO7AD8CIXIEA2U5PB88N","A2QBRIK4G0WCBE","Approved","Tue Aug 20 19:49:47 GMT 2013","Tue Aug 20 19:49:57 GMT 2013","Wed Aug 21 12:49:57 PDT 2013","Wed Aug 21 06:34:10 PDT 2013","","","10","100% (5/5)","100% (5/5)","100% (5/5)","http://201.216.244.17:7000/robot_images/9966_photo.jpg","9966","door","computer","trashcan","9966"
"2E2NQY2RCJK6MTIU3DI0OUIDUQ0T4T","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","299HRRLFQ0ON6PEX1G8ODEGT2EMHQL","A2HM35CWB7IIFM","Approved","Tue Aug 20 19:48:08 GMT 2013","Tue Aug 20 19:48:40 GMT 2013","Wed Aug 21 12:48:40 PDT 2013","Wed Aug 21 06:17:25 PDT 2013","","","32","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/4313_photo.jpg","4313","worker","desk","tables","4313"
"2E2NQY2RCJK6MTIU3DI0OUIDUQ0T4T","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2VSXULRGNTBJMG9TX16PBN64BOSS6L","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:53:40 GMT 2013","Tue Aug 20 19:53:49 GMT 2013","Wed Aug 21 12:53:49 PDT 2013","Wed Aug 21 06:17:26 PDT 2013","","","9","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/4313_photo.jpg","4313","office","desk","tables","4313"
"2E2NQY2RCJK6MTIU3DI0OUIDUQ0T4T","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2LFFSVGULF39OMJMNCSFW3N0EQSN9F","A2WXFF3HU0SG3D","Approved","Tue Aug 20 19:55:17 GMT 2013","Tue Aug 20 19:55:38 GMT 2013","Wed Aug 21 12:55:38 PDT 2013","Wed Aug 21 06:17:25 PDT 2013","","","21","100% (13/13)","100% (13/13)","100% (13/13)","http://201.216.244.17:7000/robot_images/4313_photo.jpg","4313","desk","table","chair","4313"
"25C3K4F0OHOVAVRYXGF2P92KITE12X","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2YM3K4F0OHOVAVRYXGF2P92J5JB21S","A29ZKWBN415GCE","Approved","Tue Aug 20 19:42:36 GMT 2013","Tue Aug 20 19:43:00 GMT 2013","Wed Aug 21 12:43:00 PDT 2013","Wed Aug 21 05:36:42 PDT 2013","","","24","100% (19/19)","100% (19/19)","100% (19/19)","http://201.216.244.17:7000/robot_images/5849_photo.jpg","5849","bedroom","tolbox","cable","5849"
"25C3K4F0OHOVAVRYXGF2P92KITE12X","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2NE25L8I9NZWPB1F6K54UW7VZDRTJI","A2HM35CWB7IIFM","Approved","Tue Aug 20 20:02:57 GMT 2013","Tue Aug 20 20:03:28 GMT 2013","Wed Aug 21 13:03:28 PDT 2013","Wed Aug 21 05:36:42 PDT 2013","","","31","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/5849_photo.jpg","5849","doorway","wall","molding","5849"
"25C3K4F0OHOVAVRYXGF2P92KITE12X","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2CFJKM05BMJTDBLC2CKPDRA9JCBID9","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:46:43 GMT 2013","Tue Aug 20 19:46:57 GMT 2013","Wed Aug 21 12:46:57 PDT 2013","Wed Aug 21 05:36:42 PDT 2013","","","14","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/5849_photo.jpg","5849","door","cords","baseboard","5849"
"2P4QU6L5OBVC1VEDX01INF7JYIRYFB","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2AXBMJTUHYW2ZNCPR6YS9WM3XGJINX","A1FDIHWP9E11K8","Approved","Tue Aug 20 20:17:11 GMT 2013","Tue Aug 20 20:17:20 GMT 2013","Wed Aug 21 13:17:20 PDT 2013","Wed Aug 21 06:56:04 PDT 2013","","","9","100% (24/24)","100% (24/24)","100% (24/24)","http://201.216.244.17:7000/robot_images/5636_photo.jpg","5636","wall","doorway","table","5636"
"2P4QU6L5OBVC1VEDX01INF7JYIRYFB","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2X4WYB49F9SSBBKH1FFNWT5JWMSUQ3","A2HM35CWB7IIFM","Approved","Tue Aug 20 20:10:08 GMT 2013","Tue Aug 20 20:10:35 GMT 2013","Wed Aug 21 13:10:35 PDT 2013","Wed Aug 21 06:56:04 PDT 2013","","","27","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/5636_photo.jpg","5636","furniture","door","cord","5636"
"2P4QU6L5OBVC1VEDX01INF7JYIRYFB","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2YC2JE1M7PKKSFEC6KQAG04NQ45QXN","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:52:07 GMT 2013","Tue Aug 20 19:52:18 GMT 2013","Wed Aug 21 12:52:18 PDT 2013","Wed Aug 21 06:56:04 PDT 2013","","","11","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/5636_photo.jpg","5636","tables","cord","door","5636"
"2GFR24SMEZZ25C72N5L8T9Y6CADJ2I","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2QY7D1X3V0FKJ6B02F51Q7PMBG2KDO","A2HM35CWB7IIFM","Approved","Tue Aug 20 19:54:37 GMT 2013","Tue Aug 20 19:54:59 GMT 2013","Wed Aug 21 12:54:59 PDT 2013","Wed Aug 21 06:28:03 PDT 2013","","","22","100% (55/55)","100% (55/55)","100% (55/55)","http://201.216.244.17:7000/robot_images/3989_photo.jpg","3989","outlet","door","corner","3989"
"2GFR24SMEZZ25C72N5L8T9Y6CADJ2I","2Y6M25L8I9NZF04UZ2FE8QW7T1CSIW","Tag what you see in an image","Given a photo taken at a particular location, tell us what you see in this location.","image, tag, picture, tagging, photo","$0.10","Tue Aug 20 19:37:38 GMT 2013","3","BatchId:1244305;","300","86400","Tue Aug 27 19:37:38 GMT 2013","","","2C21QP6AUC26WATNDXO3Z0FMRJ618X","A2I3Y0L38HMQLZ","Approved","Tue Aug 20 19:56:43 GMT 2013","Tue Aug 20 19:56:55 GMT 2013","Wed Aug 21 12:56:55 PDT 2013","Wed Aug 21 06:28:04 PDT 2013","","","12","100% (61/61)","100% (61/61)","100% (61/61)","http://201.216.244.17:7000/robot_images/3989_photo.jpg","3989","door","socket","baseboards","3989"
